filename,class_name,context_name,caption
2353009.jpg,cat,screen,a computer desk with two monitors and a keyboard
2395075.jpg,cat,screen,a person standing in front of a tv playing a video game
2326277.jpg,cat,screen,a dog laying on the floor next to a laptop computer
2330048.jpg,cat,screen,a cat laying on top of a bed next to a laptop
2338242.jpg,cat,screen,a cat laying on top of a computer desk
2321840.jpg,cat,screen,a cat sitting on top of a television screen
2368458.jpg,cat,screen,a black cat sitting on top of a bed next to a laptop
2349617.jpg,cat,screen,a cat sitting on top of a flat screen tv
2320055.jpg,cat,screen,a cat laying on top of a laptop computer
2415590.jpg,cat,screen,a cat sitting on top of a laptop computer
2330581.jpg,cat,screen,a cat sitting on top of a television in a living room
2399787.jpg,cat,screen,a black cat laying on top of a desk next to a computer
2369411.jpg,cat,screen,a white and black cat sitting on top of a laptop
2329019.jpg,cat,screen,a cat that is sitting on top of a tv
2349209.jpg,cat,screen,a cat is looking at a laptop screen
2330820.jpg,cat,screen,a cat sitting on a man's lap next to a laptop
2381181.jpg,cat,screen,a cat sitting on top of a desk next to a laptop
2416656.jpg,cat,screen,a cat laying on top of a computer keyboard
2338574.jpg,cat,screen,a cat sitting on top of a laptop computer
2383641.jpg,cat,screen,a cat laying on top of a bed next to a tv
2337102.jpg,cat,screen,a laptop computer sitting on top of a bed
713936.jpg,cat,screen,a cat laying on the floor next to a computer desk
2399276.jpg,cat,screen,a cat sitting on top of a television screen
2379821.jpg,cat,screen,a cat sitting on top of a laptop computer
2396479.jpg,cat,screen,a cat that is looking at a tv screen
2370358.jpg,cat,screen,two women playing a video game in a living room
2377724.jpg,cat,screen,a cat sitting on top of a tv
2321805.jpg,cat,screen,a cat sitting on a desk next to a laptop
2335548.jpg,cat,screen,a cat laying on top of a laptop computer
2372150.jpg,cat,screen,a cat sitting on top of a desk next to a laptop
2379860.jpg,cat,screen,a cat that is standing on top of a tv
2359186.jpg,cat,computer,a black cat sitting on a man's lap next to a laptop
2334778.jpg,cat,computer,a cat laying on top of a laptop computer
2366274.jpg,cat,computer,a black and white cat is looking at a computer screen
2336090.jpg,cat,computer,a black cat sitting on top of a computer desk
2319607.jpg,cat,computer,a cat laying on top of a bed next to a laptop
2351231.jpg,cat,computer,a cat sitting on top of a desk next to a computer
2364431.jpg,cat,computer,a cat sitting on top of a couch in a living room
2383626.jpg,cat,computer,a cat sitting on top of a laptop computer
2382390.jpg,cat,computer,two cats standing on top of a wooden desk
2338098.jpg,cat,computer,a cat sitting on top of a keyboard
2320055.jpg,cat,computer,a cat laying on top of a laptop computer
2318737.jpg,cat,computer,a cat sitting on top of a desk next to a computer
2366443.jpg,cat,computer,a cat sitting on top of a keyboard next to a computer mouse
2356168.jpg,cat,computer,a man and a woman are sitting on a couch
2415590.jpg,cat,computer,a cat sitting on top of a laptop computer
2400096.jpg,cat,computer,a woman sitting on a couch with a cat on her lap
2371381.jpg,cat,computer,a cat sitting on top of a wooden desk
2360468.jpg,cat,computer,a cat sitting on top of a computer monitor
2348978.jpg,cat,computer,a cat sitting on top of a lamp in a room
2399138.jpg,cat,computer,a cat laying on top of a laptop computer
2399787.jpg,cat,computer,a black cat laying on top of a desk next to a computer
2373601.jpg,cat,computer,a cat sitting on top of a computer keyboard
2317678.jpg,cat,computer,a cat laying on a bed next to a laptop
2368296.jpg,cat,computer,a cat laying on a desk next to a computer monitor
2322420.jpg,cat,computer,a cat sitting on top of a laptop computer
2372124.jpg,cat,computer,a cat sitting on top of a computer desk
2351211.jpg,cat,computer,"a computer desk with a keyboard, mouse, monitor and other items"
2412685.jpg,cat,computer,a computer desk with a monitor and keyboard
2346231.jpg,cat,computer,a cat laying on top of a laptop computer
2348719.jpg,cat,computer,a black cat laying on top of a laptop computer
2374289.jpg,cat,computer,a man and a woman playing with a cat on a desk
150460.jpg,cat,computer,a desk with a computer and a cat on it
2348112.jpg,cat,computer,a cat laying on top of a computer keyboard
2330820.jpg,cat,computer,a cat sitting on a man's lap next to a laptop
2319723.jpg,cat,computer,a cat is looking at a computer screen
2330905.jpg,cat,computer,a cat sitting on top of a laptop computer
2362873.jpg,cat,computer,a cat laying on top of a desk next to a computer
2363570.jpg,cat,computer,a black cat laying on top of a laptop computer
2334972.jpg,cat,computer,a cat sitting on top of a computer desk
2336619.jpg,cat,computer,a cat sitting on a desk next to a laptop
2331812.jpg,cat,computer,a black cat sitting on top of a computer desk
2387465.jpg,cat,computer,a cat sitting on top of a desk next to a computer
2337399.jpg,cat,computer,"a computer desk with a monitor, keyboard and mouse"
2381617.jpg,cat,computer,a laptop computer sitting on top of a desk
2413062.jpg,cat,computer,a cat laying on top of a laptop computer
2347162.jpg,cat,computer,a computer monitor sitting on top of a wooden desk
2365724.jpg,cat,computer,a cat laying on top of a computer desk
2337102.jpg,cat,computer,a laptop computer sitting on top of a bed
2347958.jpg,cat,computer,a cat laying on top of a chair in a room
713936.jpg,cat,computer,a cat laying on the floor next to a computer desk
2349067.jpg,cat,computer,a cat laying on top of a person's lap next to a laptop
2376123.jpg,cat,computer,a cat sitting on top of a laptop computer
2400119.jpg,cat,computer,a person sitting at a table with a laptop computer
2322691.jpg,cat,computer,a cat sitting on top of a laptop computer
2323229.jpg,cat,computer,a black cat laying on top of a laptop computer
2379768.jpg,cat,computer,a black cat laying on top of a wooden desk
2364843.jpg,cat,computer,a cat laying on top of a laptop computer
2348423.jpg,cat,computer,a cat laying on top of a laptop computer
2359725.jpg,cat,computer,a black cat sitting on top of a wooden table
2368029.jpg,cat,computer,a cat sitting in front of a window looking at a tv
2387385.jpg,cat,monitor,a cat laying on top of a laptop computer
2374615.jpg,cat,monitor,a cat sitting on top of a computer monitor
2336090.jpg,cat,monitor,a black cat sitting on top of a computer desk
2392120.jpg,cat,monitor,a wooden table topped with a wooden chair
2324064.jpg,cat,monitor,a cat sitting on top of a bookshelf
2364617.jpg,cat,monitor,a living room filled with furniture and a kitchen
2378882.jpg,cat,monitor,a cat and a dog sitting on a rug in front of a television
2382390.jpg,cat,monitor,two cats standing on top of a wooden desk
713269.jpg,cat,monitor,a cat sitting on the floor next to a television
2375840.jpg,cat,monitor,two cats sitting on top of a computer desk
2400096.jpg,cat,monitor,a woman sitting on a couch with a cat on her lap
2403785.jpg,cat,monitor,a cat sitting on top of a desk next to a computer
2348978.jpg,cat,monitor,a cat sitting on top of a lamp in a room
2338660.jpg,cat,monitor,a cat sitting on top of a computer monitor
2399787.jpg,cat,monitor,a black cat laying on top of a desk next to a computer
2322420.jpg,cat,monitor,a cat sitting on top of a laptop computer
2371747.jpg,cat,monitor,a cat laying on top of a laptop computer
2320069.jpg,cat,monitor,a cat that is laying down on a chair
2378620.jpg,cat,monitor,a cat that is sitting on a desk
150460.jpg,cat,monitor,a desk with a computer and a cat on it
2369280.jpg,cat,monitor,a cat sleeping on top of a bed next to a tv
2378777.jpg,cat,monitor,a cat sitting on top of a laptop computer
2416656.jpg,cat,monitor,a cat laying on top of a computer keyboard
2362873.jpg,cat,monitor,a cat laying on top of a desk next to a computer
2398910.jpg,cat,monitor,a black cat laying on top of a laptop computer
2321952.jpg,cat,monitor,a living room filled with furniture and a window
2336619.jpg,cat,monitor,a cat sitting on a desk next to a laptop
2331812.jpg,cat,monitor,a black cat sitting on top of a computer desk
2337399.jpg,cat,monitor,"a computer desk with a monitor, keyboard and mouse"
2398075.jpg,cat,monitor,a black and white cat sitting on a computer desk
2389522.jpg,cat,monitor,a living room with a tv and a cat on the floor
2347162.jpg,cat,monitor,a computer monitor sitting on top of a wooden desk
2349067.jpg,cat,monitor,a cat laying on top of a person's lap next to a laptop
2390878.jpg,cat,monitor,a black cat sleeping on top of a laptop
2417434.jpg,cat,monitor,a dog sitting on a couch in a living room
2389607.jpg,cat,monitor,a cat standing on top of a couch next to a television
2390497.jpg,cat,monitor,a cat sitting on top of a desk next to a computer
2416021.jpg,cat,papers,a black cat laying on top of a computer keyboard
2330607.jpg,cat,papers,a black cat laying on top of a laptop computer
2367704.jpg,cat,papers,a cat laying on top of a wooden table
2342361.jpg,cat,papers,a cat laying on top of a laptop computer
2355258.jpg,cat,papers,a cat laying on top of a bed in a room
2357546.jpg,cat,papers,a cat sitting on a table next to a window
2392120.jpg,cat,papers,a wooden table topped with a wooden chair
2354973.jpg,cat,papers,a cat that is laying down on a person's lap
2374156.jpg,cat,papers,a black cat sitting on top of a wooden desk
2394511.jpg,cat,papers,a cat sitting on top of a desk in a room
2353340.jpg,cat,papers,a cat that is laying down on a blanket
2327337.jpg,cat,papers,a man standing on a couch with a stuffed animal
2316968.jpg,cat,papers,a cat laying on the floor next to a dog
2412539.jpg,cat,papers,a white cat standing on top of a computer desk
2400368.jpg,cat,papers,a dog is looking out of a window
2392574.jpg,cat,papers,a cat sitting on top of a refrigerator
2348529.jpg,cat,papers,a cat that is laying down on a chair
713492.jpg,cat,papers,a living room filled with furniture and a fire place
2389921.jpg,cat,papers,a cat sitting on top of a desk in front of a tv
2387465.jpg,cat,papers,a cat sitting on top of a desk next to a computer
2323828.jpg,cat,papers,a cat laying on top of a desk next to a computer
2375327.jpg,cat,papers,a cat laying on top of a couch next to a book
2360615.jpg,cat,papers,a black cat laying on top of a suitcase
2409593.jpg,cat,papers,a black and white cat eating food off of a plate
2351222.jpg,cat,papers,two cats laying on the ground next to a toilet
2406304.jpg,cat,papers,a cat sitting on a table in a room
2378891.jpg,cat,papers,a cat laying on top of a laptop on a table
2366274.jpg,cat,counter,a black and white cat is looking at a computer screen
2372277.jpg,cat,counter,a cat laying on top of a wooden desk
2319260.jpg,cat,counter,a living room filled with furniture and appliances
2326715.jpg,cat,counter,a cat laying on top of a towel on a stove
2413460.jpg,cat,counter,a cat sitting in a suitcase in a room
2356449.jpg,cat,counter,a black cat sitting under an open umbrella
2378387.jpg,cat,counter,a cat sitting on top of a sink in a bathroom
2325123.jpg,cat,counter,a living room filled with furniture and a couch
2345064.jpg,cat,counter,a cat laying on a sink in a bathroom
2382390.jpg,cat,counter,two cats standing on top of a wooden desk
2405575.jpg,cat,counter,a cat sitting in a sink next to a window
2378205.jpg,cat,counter,a black and white cat sitting on top of a chair
2368323.jpg,cat,counter,a cat sitting on top of a sink in a bathroom
2377325.jpg,cat,counter,a cat laying on a sink in a bathroom
2340076.jpg,cat,counter,a cat sitting on a sink in a bathroom
2377255.jpg,cat,counter,a cat standing on a kitchen counter next to a dog
2333321.jpg,cat,counter,a cat sitting on top of a sink next to a mirror
2408324.jpg,cat,counter,a cat sitting on top of a microwave oven
1593105.jpg,cat,counter,a woman blowing out candles on a birthday cake
2391390.jpg,cat,counter,a cat standing on top of a toilet in a bathroom
2375948.jpg,cat,counter,a gray and white cat sitting on top of a microwave
2375854.jpg,cat,counter,a cat laying on the floor in a kitchen
2404980.jpg,cat,counter,a black cat sitting on top of a toilet seat
2329154.jpg,cat,counter,a cat laying on top of a bag on the floor
2406003.jpg,cat,counter,a dog and a cat standing in a kitchen
2342394.jpg,cat,counter,a cat sitting on top of a counter next to a television
2410144.jpg,cat,counter,a man standing in a kitchen preparing food
2378477.jpg,cat,counter,a black cat sitting in a bathroom sink
2409879.jpg,cat,counter,a cat that is laying in a cup
2387214.jpg,cat,counter,two cats sitting in a bathroom sink
2371695.jpg,cat,counter,a black and white cat sitting in a bathroom sink
2373581.jpg,cat,counter,a cat sitting in a kitchen sink
2320463.jpg,cat,counter,a kitchen filled with lots of pizzas
2408874.jpg,cat,counter,a chair that has a wooden chair in it
2395075.jpg,cat,counter,a person standing in front of a tv playing a video game
2317569.jpg,cat,counter,a black and white cat sitting on top of a wooden table
2369110.jpg,cat,toilet,a cat sitting on top of a toilet in a bathroom
2365314.jpg,cat,toilet,a cat standing on top of a toilet in a bathroom
2360309.jpg,cat,toilet,a cat sitting on top of a toilet seat
2372296.jpg,cat,toilet,a cat sitting on top of a toilet seat
2332093.jpg,cat,toilet,a cat sitting on top of a toilet seat
2403146.jpg,cat,toilet,a cat standing on top of a toilet in a bathroom
2417682.jpg,cat,toilet,a cat sitting on top of a toilet in a bathroom
2356745.jpg,cat,toilet,a cat sitting on a toilet in a bathroom
2370237.jpg,cat,toilet,a cat sitting on top of a toilet seat
2393038.jpg,cat,toilet,a cat sitting on the floor next to a toilet
2335078.jpg,cat,toilet,a cat sitting on a toilet in a bathroom
2365944.jpg,cat,toilet,a black and white cat sitting on top of a white sink
2368323.jpg,cat,toilet,a cat sitting on top of a sink in a bathroom
107962.jpg,cat,toilet,a cat standing on top of a toilet in a bathroom
2338762.jpg,cat,toilet,"a bathroom with a toilet, sink, and tub"
2359998.jpg,cat,toilet,a black and white cat sitting on a toilet seat
2370817.jpg,cat,toilet,a cat sitting on top of a suitcase
2373001.jpg,cat,toilet,a black cat standing on top of a toilet bowl
2333321.jpg,cat,toilet,a cat sitting on top of a sink next to a mirror
2354797.jpg,cat,toilet,a cat that is standing in a toilet
2391390.jpg,cat,toilet,a cat standing on top of a toilet in a bathroom
2362900.jpg,cat,toilet,a cat sitting on top of a toilet in a bathroom
2388878.jpg,cat,toilet,a cat sitting on a toilet in a bathroom
2332813.jpg,cat,toilet,a cat sitting on top of a toilet seat
2332523.jpg,cat,toilet,a black cat sitting on top of a toilet seat
2334353.jpg,cat,toilet,a cat sitting on top of a toilet seat
2336954.jpg,cat,toilet,a cat standing on top of a toilet bowl
